Customer ID,Customer Type
3488,low budget
3488,low budget
3489,low budget
3491,low budget
3492,low budget
3494,low budget
3495,medium budget
3496,medium budget
3497,low budget
3498,medium budget
3499,low budget
3500,low budget
3501,low budget
3502,low budget
3503,low budget
3504,did not pay 
3505,low budget
3506,low budget
3508,low budget
3510,low budget
3511,medium budget
3512,low budget
3513,low budget
3514,medium budget
3516,medium budget
3517,low budget
3517,low budget
3518,low budget
3519,low budget
3520,medium budget
3521,low budget
3522,low budget
3523,low budget
3524,low budget
3525,did not pay 
3526,low budget
3527,medium budget
3528,low budget
3529,low budget
3530,medium budget
3531,low budget
3532,low budget
3534,low budget
3535,low budget
3536,medium budget
3537,medium budget
3539,low budget
3540,low budget
3541,low budget
3542,low budget
3545,low budget
3546,low budget
3547,low budget
3548,low budget
3550,medium budget
3551,low budget
3553,low budget
3554,medium budget
3555,low budget
3556,low budget
3557,low budget
3558,medium budget
3559,medium budget
3560,low budget
3561,medium budget
3562,low budget
3563,medium budget
3564,low budget
3564,low budget
3564,low budget
3564,low budget
3564,low budget
3565,medium budget
3566,low budget
3566,low budget
3567,low budget
3568,low budget
3569,medium budget
3571,medium budget
3573,low budget
3575,medium budget
3576,low budget
3577,low budget
3578,low budget
3580,low budget
3580,low budget
3581,low budget
3582,low budget
3583,low budget
3584,low budget
3586,low budget
3586,low budget
3587,low budget
3589,low budget
3590,low budget
3591,medium budget
3593,low budget
3594,medium budget
3595,low budget
3596,medium budget
3597,low budget
3598,low budget
3599,low budget
3599,low budget
3600,medium budget
3601,medium budget
3602,low budget
3603,low budget
3604,low budget
3605,low budget
3607,low budget
3608,low budget
3610,low budget
3611,low budget
3612,low budget
3613,low budget
3614,low budget
3615,low budget
3616,medium budget
3617,low budget
3618,low budget
3618,low budget
3618,low budget
3618,low budget
3619,low budget
3620,low budget
3621,medium budget
3622,low budget
3623,medium budget
3625,low budget
3626,low budget
3627,low budget
3627,low budget
3627,low budget
3628,low budget
3629,medium budget
3630,medium budget
3631,medium budget
3633,low budget
3634,low budget
3636,medium budget
3638,medium budget
3639,low budget
3640,low budget
3641,low budget
3643,low budget
3644,low budget
3645,low budget
3646,low budget
3647,low budget
3648,low budget
3649,low budget
3649,low budget
3649,low budget
3650,low budget
3651,low budget
3652,medium budget
3652,medium budget
3652,medium budget
3653,low budget
3654,low budget
3655,low budget
3656,low budget
3657,low budget
3657,low budget
3658,low budget
3659,low budget
3659,low budget
3660,medium budget
3661,low budget
3662,luxury/high budget
3663,low budget
3664,medium budget
3666,medium budget
3667,medium budget
3668,medium budget
3668,medium budget
3668,medium budget
3669,low budget
3671,low budget
3672,low budget
3673,medium budget
3674,medium budget
3675,low budget
3677,low budget
3677,low budget
3678,low budget
3679,medium budget
3680,low budget
3681,low budget
3683,medium budget
3684,low budget
3686,medium budget
3687,low budget
3688,did not pay 
3689,did not pay 
3690,did not pay 
3691,low budget
3692,low budget
3695,did not pay 
3696,medium budget
3698,did not pay 
3699,did not pay 
3700,did not pay 
3700,did not pay 
3701,did not pay 
3702,did not pay 
3702,did not pay 
3702,did not pay 
3702,did not pay 
3703,did not pay 
3704,did not pay 
3705,did not pay 
3706,did not pay 
3706,did not pay 
3708,did not pay 
3709,did not pay 
3709,did not pay 
3710,did not pay 
3711,did not pay 
3713,did not pay 
3714,did not pay 
3715,did not pay 
3716,did not pay 
3717,did not pay 
3719,did not pay 
3720,low budget
3721,did not pay 
3722,did not pay 
3723,low budget
3724,did not pay 
3725,low budget
3726,did not pay 
3728,did not pay 
3728,did not pay 
3728,did not pay 
3729,did not pay 
3730,medium budget
3732,did not pay 
3733,luxury/high budget
3735,medium budget
3736,did not pay 
